query1.png,Car
query2.png,Bridge
query3.png,Hydrant
query4.png,Car
query5.png,Bus
query6.png,Bridge
query7.png,Bus
query8.png,Car
query9.png,Bridge
query10.png,Bicycle
query11.png,Crosswalk
query12.png,Bridge
query13.png,Crosswalk
query14.png,Crosswalk
query15.png,Bicycle
query16.png,Bicycle
query17.png,Bridge
query18.png,Bridge
query19.png,Bicycle
query20.png,Bus
query21.png,Crosswalk
query22.png,Bus
query23.png,Hydrant
query24.png,Bicycle
query25.png,Crosswalk
query26.png,Bridge
query27.png,Car
query28.png,Car
query29.png,Bus
query30.png,Crosswalk
query31.png,Car
query32.png,Car
query33.png,Bridge
query34.png,Bicycle
query35.png,Bus
query36.png,Bus
query37.png,Car
query38.png,Bicycle
query39.png,Bridge
query40.png,Bicycle
query41.png,Bicycle
query42.png,Car
query43.png,Bicycle
query44.png,Hydrant
query45.png,Car
query46.png,Bicycle
query47.png,Car
query48.png,Crosswalk
query49.png,Bicycle
query50.png,Car
query51.png,Bus
query52.png,Crosswalk
query53.png,Bridge
query54.png,Palm
query55.png,Car
query56.png,Bridge
query57.png,Bridge
query58.png,Bicycle
query59.png,Car
query60.png,Bridge
query61.png,Car
query62.png,Bus
query63.png,Bicycle
query64.png,Bicycle
query65.png,Bus
query66.png,Bicycle
query67.png,Bicycle
query68.png,Bus
query69.png,Palm
query70.png,Crosswalk
query71.png,Car
query72.png,Bridge
query73.png,Bus
query74.png,Car
query75.png,Car
query76.png,Bicycle
query77.png,Bicycle
query78.png,Crosswalk
query79.png,Crosswalk
query80.png,Hydrant
query81.png,Car
query82.png,Crosswalk
query83.png,Bus
query84.png,Crosswalk
query85.png,Palm
query86.png,Bus
query87.png,Crosswalk
query88.png,Car
query89.png,Bicycle
query90.png,Crosswalk
query91.png,Bicycle
query92.png,Car
query93.png,Car
query94.png,Bicycle
query95.png,Car
query96.png,Bridge
query97.png,Bus
query98.png,Bus
query99.png,Traffic Light
query100.png,Crosswalk
